Route No.,Bus No.,From,To,Distance (km)
RT152,PB-30-9828,Bathinda,Ferozepur,107.5
RT390,PB-24-1007,Amritsar,Ferozepur,100.6
RT226,PB-12-3193,Ludhiana,Amritsar,152.2
RT619,PB-56-9130,Bathinda,Ludhiana,146.6
RT990,PB-22-9625,Ropar,Jalandhar,119.7
RT943,PB-47-6106,Pathankot,Bathinda,308.5
RT555,PB-96-9310,Moga,Ferozepur,69.6
RT730,PB-60-4063,Kapurthala,Ludhiana,86.7
RT180,PB-34-4204,Ferozepur,Bathinda,107.6
RT740,PB-70-6354,Mohali,Pathankot,232.2
RT684,PB-56-9599,Ludhiana,Moga,80.5
RT235,PB-32-8636,Ferozepur,Bathinda,108.2
RT551,PB-45-2085,Bathinda,Moga,90.6
RT733,PB-17-2428,Chandigarh,Bathinda,233.9
RT698,PB-45-1199,Bathinda,Ropar,200.7
RT801,PB-86-4057,Mohali,Pathankot,254.7
RT287,PB-14-8756,Ludhiana,Amritsar,160.8
RT130,PB-72-3776,Chandigarh,Moga,195.2
RT658,PB-71-6819,Kapurthala,Jalandhar,24.1
RT608,PB-33-8264,Pathankot,Bathinda,283.4
RT999,PB-23-9373,Patiala,Pathankot,283.5
RT394,PB-48-8281,Mohali,Kapurthala,178.1
RT906,PB-17-5685,Patiala,Amritsar,237.2
RT311,PB-64-4419,Jalandhar,Ludhiana,62.9
RT583,PB-20-6386,Jalandhar,Chandigarh,165.1
RT634,PB-55-4206,Ludhiana,Bathinda,148.5
RT260,PB-99-4447,Mohali,Moga,190.6
RT177,PB-92-8196,Ropar,Pathankot,202.2
RT935,PB-85-4128,Chandigarh,Ludhiana,113.4
RT691,PB-70-2704,Jalandhar,Pathankot,123.3
RT697,PB-50-5156,Kapurthala,Bathinda,165.1
RT508,PB-81-3597,Jalandhar,Moga,82.0
RT347,PB-58-3771,Chandigarh,Ludhiana,113.4
RT116,PB-55-5855,Ropar,Bathinda,222.0
RT716,PB-16-3834,Moga,Amritsar,114.0
RT852,PB-45-8599,Mohali,Bathinda,205.8
RT528,PB-78-9802,Ferozepur,Pathankot,225.7
RT726,PB-27-9769,Kapurthala,Hoshiarpur,67.3
RT937,PB-46-3163,Hoshiarpur,Patiala,166.3
RT929,PB-70-6018,Jalandhar,Chandigarh,162.1
RT545,PB-79-2141,Chandigarh,Ludhiana,110.0
RT224,PB-19-5886,Hoshiarpur,Ropar,105.0
RT925,PB-35-9098,Ludhiana,Kapurthala,83.6
RT371,PB-28-8755,Bathinda,Patiala,172.9
RT744,PB-29-9932,Mohali,Patiala,64.2
RT446,PB-53-4153,Kapurthala,Jalandhar,23.0
RT558,PB-82-6786,Patiala,Ludhiana,96.4
RT629,PB-57-2625,Pathankot,Bathinda,279.1
RT474,PB-36-4802,Bathinda,Chandigarh,230.5
RT142,PB-53-1277,Jalandhar,Kapurthala,23.3
RT240,PB-13-4570,Ropar,Patiala,88.5
RT529,PB-55-1813,Ferozepur,Jalandhar,127.7
RT268,PB-84-3230,Ropar,Amritsar,214.1
RT251,PB-23-3159,Kapurthala,Moga,79.4
RT665,PB-37-7416,Ropar,Moga,156.8
RT838,PB-97-3927,Ferozepur,Kapurthala,101.8
RT414,PB-14-8476,Amritsar,Jalandhar,95.6
RT997,PB-75-7227,Ludhiana,Bathinda,147.1
RT227,PB-34-3597,Moga,Jalandhar,84.9
RT932,PB-37-4902,Bathinda,Mohali,211.2
RT629,PB-24-2681,Kapurthala,Patiala,193.4
RT161,PB-93-7820,Chandigarh,Bathinda,219.4
RT252,PB-66-9432,Ludhiana,Ropar,77.5
RT826,PB-48-1519,Kapurthala,Jalandhar,24.9
RT271,PB-76-8041,Patiala,Bathinda,175.0
RT907,PB-76-7907,Ludhiana,Chandigarh,104.4
RT693,PB-73-4678,Mohali,Ludhiana,109.9
RT446,PB-31-7720,Ludhiana,Kapurthala,87.9
RT496,PB-76-4044,Jalandhar,Ludhiana,65.8
RT808,PB-30-9053,Amritsar,Moga,123.7
RT164,PB-47-8376,Ropar,Bathinda,200.9
RT328,PB-93-6153,Jalandhar,Chandigarh,158.7
RT392,PB-86-4611,Chandigarh,Moga,183.9
RT970,PB-78-4984,Amritsar,Jalandhar,93.3
RT352,PB-20-8965,Amritsar,Moga,111.4
RT245,PB-70-4947,Pathankot,Moga,204.6
RT980,PB-36-4195,Hoshiarpur,Jalandhar,46.0
RT807,PB-82-3088,Mohali,Bathinda,211.7
RT321,PB-57-9743,Ludhiana,Patiala,104.4
RT495,PB-42-9878,Moga,Ropar,164.7
RT777,PB-57-7322,Kapurthala,Chandigarh,189.9
RT669,PB-59-4623,Ludhiana,Ropar,81.3
RT868,PB-96-6615,Ludhiana,Mohali,101.5
RT311,PB-82-9998,Ferozepur,Moga,66.1
RT537,PB-57-5236,Kapurthala,Moga,81.1
RT907,PB-32-7946,Ropar,Ferozepur,214.5
RT604,PB-52-3797,Hoshiarpur,Amritsar,115.7
RT307,PB-45-9614,Kapurthala,Amritsar,66.0
RT918,PB-94-2601,Ropar,Amritsar,208.0
RT204,PB-20-2778,Bathinda,Ludhiana,139.6
RT638,PB-52-7801,Mohali,Amritsar,234.5
RT888,PB-43-7731,Moga,Jalandhar,81.7
RT243,PB-50-8685,Jalandhar,Ferozepur,117.3
RT347,PB-16-3345,Jalandhar,Hoshiarpur,46.7
RT225,PB-64-1624,Mohali,Amritsar,257.1
RT677,PB-59-1927,Moga,Ropar,164.5
RT676,PB-52-3470,Ludhiana,Ropar,82.2
RT973,PB-50-7922,Amritsar,Ferozepur,100.2
RT907,PB-17-7794,Ludhiana,Hoshiarpur,81.2
RT771,PB-27-5258,Bathinda,Patiala,175.0
RT888,PB-10-2719,Mohali,Chandigarh,8.3
RT318,PB-65-4014,Chandigarh,Jalandhar,171.7
RT224,PB-61-6916,Ferozepur,Ropar,235.1
RT579,PB-88-3944,Ropar,Chandigarh,42.1
RT950,PB-43-8502,Moga,Ropar,157.4
RT343,PB-78-9279,Ropar,Ludhiana,80.9
RT499,PB-31-8804,Kapurthala,Ropar,150.3
RT921,PB-56-3720,Kapurthala,Ropar,140.1
RT777,PB-48-3013,Moga,Jalandhar,80.0
RT365,PB-20-2000,Ludhiana,Chandigarh,106.0
RT742,PB-77-2260,Pathankot,Ludhiana,180.6
RT183,PB-89-5337,Chandigarh,Pathankot,258.1
RT304,PB-77-2455,Patiala,Hoshiarpur,174.4
RT439,PB-91-3015,Kapurthala,Ropar,137.9
RT895,PB-32-2197,Chandigarh,Bathinda,214.5
RT939,PB-41-2180,Patiala,Amritsar,237.7
RT464,PB-77-8124,Bathinda,Ropar,205.2
RT618,PB-45-9187,Patiala,Bathinda,173.1
RT203,PB-22-9631,Chandigarh,Ferozepur,254.8
RT241,PB-51-6767,Ferozepur,Ludhiana,139.1
RT818,PB-81-8174,Hoshiarpur,Ferozepur,178.2
RT870,PB-81-1684,Ludhiana,Amritsar,156.7
RT698,PB-71-4938,Kapurthala,Mohali,187.5
RT532,PB-73-1727,Bathinda,Mohali,221.3
RT664,PB-45-3743,Jalandhar,Pathankot,129.7
RT728,PB-22-2532,Chandigarh,Hoshiarpur,154.1
RT663,PB-75-1932,Bathinda,Chandigarh,236.2
RT970,PB-38-5322,Amritsar,Chandigarh,242.9
RT894,PB-77-6612,Ferozepur,Hoshiarpur,162.3
RT260,PB-80-1221,Moga,Bathinda,89.7
RT115,PB-88-7384,Kapurthala,Jalandhar,24.8
RT982,PB-70-2569,Chandigarh,Bathinda,214.8
RT483,PB-54-5965,Amritsar,Moga,117.7
RT993,PB-22-5687,Jalandhar,Hoshiarpur,45.3
RT522,PB-32-6871,Chandigarh,Jalandhar,155.5
RT899,PB-97-5334,Kapurthala,Hoshiarpur,68.6
RT853,PB-43-1226,Pathankot,Amritsar,124.7
RT428,PB-25-9499,Ropar,Chandigarh,43.9
RT272,PB-55-6666,Mohali,Chandigarh,7.8
RT782,PB-93-3333,Hoshiarpur,Bathinda,209.1
RT529,PB-83-9465,Pathankot,Ropar,204.6
RT321,PB-24-6219,Ferozepur,Amritsar,95.3
RT242,PB-56-6061,Moga,Hoshiarpur,129.0
RT571,PB-26-1133,Ropar,Bathinda,206.3
RT800,PB-97-9268,Amritsar,Moga,122.0
RT854,PB-47-9468,Ferozepur,Jalandhar,125.1
RT873,PB-66-7702,Ropar,Ludhiana,83.1
RT423,PB-11-8375,Moga,Kapurthala,82.4
RT372,PB-95-4349,Ferozepur,Pathankot,221.7
RT753,PB-86-6164,Chandigarh,Hoshiarpur,142.3
RT693,PB-84-1013,Patiala,Ferozepur,219.3
RT703,PB-37-7401,Ludhiana,Mohali,109.8
RT927,PB-74-7127,Moga,Ferozepur,68.9
RT888,PB-36-2402,Chandigarh,Moga,181.3
RT293,PB-26-7103,Ludhiana,Jalandhar,67.7
RT923,PB-44-9201,Amritsar,Patiala,248.7
RT231,PB-22-8212,Amritsar,Moga,114.5
RT202,PB-14-9633,Jalandhar,Ferozepur,116.9
RT896,PB-53-9404,Hoshiarpur,Bathinda,205.7
RT889,PB-52-2412,Jalandhar,Chandigarh,162.5
RT810,PB-64-7371,Moga,Ludhiana,83.7
RT926,PB-20-2002,Pathankot,Mohali,261.6
RT464,PB-19-7181,Moga,Chandigarh,198.7
RT771,PB-67-7464,Moga,Chandigarh,194.8
RT608,PB-68-6157,Chandigarh,Pathankot,258.5
RT176,PB-78-8157,Moga,Hoshiarpur,136.5
RT797,PB-61-5666,Chandigarh,Hoshiarpur,155.5
RT179,PB-17-8203,Chandigarh,Jalandhar,161.5
RT515,PB-78-1345,Kapurthala,Hoshiarpur,64.2
RT726,PB-21-6705,Ludhiana,Jalandhar,69.9
RT805,PB-49-5693,Ferozepur,Chandigarh,254.1
RT900,PB-59-8413,Kapurthala,Ludhiana,80.8
RT292,PB-73-7311,Ropar,Bathinda,207.3
RT411,PB-49-1996,Jalandhar,Mohali,156.1
RT870,PB-22-8478,Jalandhar,Patiala,170.5
RT387,PB-71-5461,Kapurthala,Bathinda,163.9
RT200,PB-35-8947,Bathinda,Amritsar,198.0
RT263,PB-81-1123,Ludhiana,Bathinda,138.5
RT700,PB-38-3273,Ropar,Ludhiana,78.5
RT963,PB-88-2789,Patiala,Chandigarh,74.7
RT494,PB-73-6670,Kapurthala,Pathankot,125.4
RT202,PB-24-7911,Ropar,Ludhiana,81.5
RT460,PB-22-2880,Hoshiarpur,Amritsar,119.5
RT134,PB-36-8075,Patiala,Ropar,88.3
RT700,PB-83-5478,Ferozepur,Moga,70.5
RT481,PB-49-2494,Moga,Ferozepur,65.8
RT175,PB-31-9364,Amritsar,Ferozepur,105.6
RT582,PB-23-4654,Moga,Hoshiarpur,127.3
RT985,PB-98-3320,Amritsar,Hoshiarpur,118.4
RT353,PB-81-9432,Amritsar,Moga,112.5
RT100,PB-92-4368,Pathankot,Mohali,261.1
RT646,PB-44-3276,Chandigarh,Pathankot,232.3
RT740,PB-46-2796,Ferozepur,Kapurthala,110.1
RT163,PB-83-5040,Ludhiana,Kapurthala,80.8
RT545,PB-90-7219,Moga,Kapurthala,85.1
RT389,PB-44-3059,Patiala,Moga,163.4
RT447,PB-88-8949,Jalandhar,Kapurthala,23.9
RT484,PB-75-4677,Kapurthala,Pathankot,130.6
RT143,PB-66-7231,Bathinda,Ferozepur,102.7
RT839,PB-22-6270,Bathinda,Pathankot,276.7
RT136,PB-80-4468,Jalandhar,Ferozepur,118.1
RT197,PB-14-4101,Chandigarh,Ludhiana,111.4
RT287,PB-30-9634,Bathinda,Mohali,216.9
RT746,PB-56-4904,Ropar,Moga,166.4
RT521,PB-34-3435,Mohali,Chandigarh,7.7
RT431,PB-40-8590,Moga,Bathinda,82.8
RT729,PB-90-1591,Ludhiana,Chandigarh,115.5
RT638,PB-41-6238,Mohali,Chandigarh,7.8
RT169,PB-30-6844,Hoshiarpur,Jalandhar,45.8
RT183,PB-66-6864,Chandigarh,Hoshiarpur,148.2
RT969,PB-97-3907,Jalandhar,Ferozepur,131.0
RT347,PB-87-5143,Ferozepur,Ropar,236.8
RT209,PB-50-4188,Chandigarh,Pathankot,256.1
RT449,PB-93-8245,Jalandhar,Moga,81.7
RT674,PB-68-6034,Bathinda,Ludhiana,143.1
RT239,PB-50-5777,Mohali,Kapurthala,189.8
RT892,PB-63-2442,Mohali,Jalandhar,162.1
RT667,PB-17-4217,Ferozepur,Kapurthala,102.3
RT587,PB-15-6958,Kapurthala,Patiala,188.5
RT318,PB-18-5916,Bathinda,Ferozepur,110.6
RT240,PB-93-2354,Amritsar,Ludhiana,151.1
RT420,PB-91-4236,Moga,Bathinda,86.4
RT166,PB-24-1258,Patiala,Jalandhar,158.7
RT213,PB-38-5352,Ludhiana,Jalandhar,62.9
RT740,PB-62-4050,Moga,Ropar,162.0
RT413,PB-12-8338,Chandigarh,Bathinda,218.2
RT555,PB-76-2897,Mohali,Patiala,60.8
RT632,PB-52-9878,Ropar,Ferozepur,221.7
RT269,PB-26-7473,Mohali,Moga,190.3
RT954,PB-67-6826,Chandigarh,Ferozepur,239.4
RT860,PB-86-6087,Kapurthala,Pathankot,131.1
RT571,PB-17-4516,Ferozepur,Moga,65.6
RT298,PB-62-8911,Bathinda,Ferozepur,102.6
RT941,PB-98-2395,Jalandhar,Mohali,154.8
RT155,PB-19-8001,Ropar,Pathankot,206.3
RT939,PB-46-3283,Pathankot,Ferozepur,225.2
RT509,PB-18-3443,Moga,Bathinda,83.4
RT159,PB-43-3244,Jalandhar,Moga,83.2
RT992,PB-92-2809,Bathinda,Patiala,166.8
RT110,PB-76-2411,Hoshiarpur,Ferozepur,167.1
RT692,PB-35-1143,Amritsar,Ludhiana,154.3
RT321,PB-32-3962,Ferozepur,Chandigarh,240.4
RT836,PB-73-6147,Kapurthala,Mohali,187.9
RT823,PB-65-3336,Amritsar,Bathinda,194.0
RT126,PB-76-6643,Kapurthala,Amritsar,65.3
RT775,PB-35-3210,Amritsar,Ferozepur,105.0
RT847,PB-12-9372,Jalandhar,Ludhiana,62.9
RT147,PB-58-8143,Moga,Bathinda,91.3
RT260,PB-34-6946,Hoshiarpur,Kapurthala,65.6
RT157,PB-32-4293,Amritsar,Ropar,209.8
RT105,PB-83-7377,Jalandhar,Kapurthala,24.7
RT957,PB-70-6865,Ropar,Patiala,87.2
RT807,PB-13-8581,Patiala,Jalandhar,167.4
RT670,PB-17-9509,Mohali,Pathankot,250.6
RT168,PB-71-9367,Patiala,Hoshiarpur,172.7
RT229,PB-31-7471,Chandigarh,Hoshiarpur,155.6
RT681,PB-17-8732,Ferozepur,Chandigarh,248.5
RT263,PB-67-7800,Patiala,Mohali,64.3
RT880,PB-49-1124,Bathinda,Jalandhar,167.9
RT835,PB-48-5762,Jalandhar,Pathankot,125.4
RT588,PB-25-5884,Kapurthala,Amritsar,72.1
RT646,PB-35-2009,Jalandhar,Hoshiarpur,45.5
RT119,PB-88-9376,Hoshiarpur,Bathinda,200.6
RT803,PB-53-8955,Moga,Ropar,166.4
RT769,PB-97-9819,Moga,Hoshiarpur,133.0
RT282,PB-75-5277,Chandigarh,Bathinda,230.6
RT729,PB-53-9307,Ferozepur,Amritsar,103.1
RT522,PB-93-4425,Jalandhar,Amritsar,93.2
RT285,PB-32-3395,Chandigarh,Jalandhar,170.2
RT735,PB-74-3468,Moga,Ropar,156.8
RT720,PB-46-7184,Hoshiarpur,Patiala,168.0
RT631,PB-27-2362,Ropar,Ludhiana,83.1
RT875,PB-62-9417,Chandigarh,Jalandhar,167.8
RT675,PB-89-7693,Pathankot,Mohali,250.0
RT664,PB-87-8559,Bathinda,Kapurthala,169.6
RT736,PB-16-5526,Ropar,Kapurthala,145.2
RT167,PB-88-4669,Ludhiana,Hoshiarpur,90.6
RT588,PB-18-2565,Bathinda,Jalandhar,166.1
RT682,PB-63-4548,Moga,Patiala,148.5
RT382,PB-57-8651,Amritsar,Patiala,252.6
RT298,PB-35-7545,Kapurthala,Ludhiana,80.5
RT749,PB-10-8021,Amritsar,Pathankot,132.7
RT685,PB-81-7248,Pathankot,Patiala,261.0
RT526,PB-99-4463,Bathinda,Ferozepur,108.3
RT163,PB-78-2037,Kapurthala,Hoshiarpur,62.1
RT882,PB-13-4232,Hoshiarpur,Ferozepur,181.0
RT787,PB-34-9829,Kapurthala,Hoshiarpur,63.3
RT694,PB-76-1710,Chandigarh,Jalandhar,161.0
RT919,PB-84-9916,Moga,Ludhiana,80.7
RT498,PB-88-2498,Chandigarh,Patiala,67.9
RT442,PB-87-8098,Patiala,Bathinda,173.5
RT258,PB-88-8764,Ropar,Kapurthala,136.0
RT737,PB-44-5967,Jalandhar,Pathankot,122.5
RT918,PB-26-2652,Patiala,Ferozepur,225.9
RT739,PB-53-7279,Bathinda,Amritsar,189.3
RT298,PB-88-1937,Patiala,Ropar,91.1
RT803,PB-73-5824,Ferozepur,Pathankot,226.7
RT553,PB-92-9057,Bathinda,Amritsar,200.6
RT211,PB-46-6366,Ferozepur,Patiala,223.6
RT877,PB-65-7716,Hoshiarpur,Chandigarh,144.8
RT700,PB-22-1006,Ludhiana,Ferozepur,149.3
RT693,PB-93-2753,Jalandhar,Kapurthala,25.0
RT246,PB-25-7565,Mohali,Kapurthala,188.9
RT358,PB-78-8680,Mohali,Hoshiarpur,146.1
RT269,PB-99-9731,Bathinda,Ferozepur,104.8
RT960,PB-83-7996,Patiala,Bathinda,174.7
RT197,PB-49-2178,Bathinda,Amritsar,191.8
RT839,PB-99-2374,Hoshiarpur,Chandigarh,150.3
RT401,PB-90-8364,Kapurthala,Mohali,189.0
RT737,PB-95-9674,Ferozepur,Patiala,216.7
RT707,PB-66-1408,Hoshiarpur,Ropar,101.2
RT899,PB-35-1113,Pathankot,Hoshiarpur,109.2
RT860,PB-70-6058,Chandigarh,Kapurthala,179.7
RT811,PB-40-7676,Bathinda,Amritsar,199.4
RT578,PB-37-9008,Mohali,Chandigarh,8.6
RT359,PB-21-5567,Pathankot,Ferozepur,216.8
RT289,PB-32-6754,Kapurthala,Amritsar,66.1
RT467,PB-79-6055,Patiala,Kapurthala,173.1
RT194,PB-22-1832,Moga,Patiala,159.2
RT949,PB-31-8814,Ludhiana,Pathankot,192.0
RT658,PB-11-7828,Ferozepur,Pathankot,209.9
RT966,PB-29-1205,Chandigarh,Ferozepur,266.5
RT162,PB-47-6777,Ropar,Chandigarh,45.5
RT550,PB-30-8336,Jalandhar,Ludhiana,63.1
RT116,PB-27-2033,Amritsar,Chandigarh,242.7
RT926,PB-96-6278,Amritsar,Moga,119.3
RT829,PB-61-6325,Kapurthala,Jalandhar,23.1
RT455,PB-84-2080,Hoshiarpur,Ludhiana,86.2
RT156,PB-28-3232,Kapurthala,Chandigarh,193.1
RT796,PB-18-8449,Hoshiarpur,Ferozepur,182.4
RT363,PB-16-3038,Jalandhar,Pathankot,122.5
RT570,PB-27-5845,Ludhiana,Chandigarh,109.0
RT303,PB-41-9469,Kapurthala,Moga,77.4
RT143,PB-43-1252,Bathinda,Patiala,172.8
RT493,PB-35-4493,Hoshiarpur,Ferozepur,166.1
RT921,PB-93-8864,Jalandhar,Ludhiana,67.4
RT754,PB-68-6424,Ferozepur,Pathankot,231.1
RT854,PB-26-1646,Pathankot,Amritsar,130.0
RT980,PB-90-8411,Kapurthala,Jalandhar,25.1
RT946,PB-62-4065,Mohali,Hoshiarpur,150.3
RT840,PB-41-1180,Chandigarh,Kapurthala,192.4
RT110,PB-34-9862,Bathinda,Amritsar,182.2
RT223,PB-73-9442,Pathankot,Amritsar,127.6
RT505,PB-60-5514,Bathinda,Jalandhar,163.7
RT571,PB-82-7194,Amritsar,Kapurthala,69.4
RT562,PB-69-7218,Patiala,Chandigarh,67.7
RT283,PB-26-6922,Ludhiana,Amritsar,146.3
RT611,PB-52-6846,Patiala,Ropar,88.5
RT853,PB-52-6567,Moga,Hoshiarpur,134.7
RT121,PB-26-3090,Patiala,Bathinda,175.8
RT963,PB-70-2967,Ferozepur,Pathankot,231.4
RT741,PB-64-7304,Hoshiarpur,Kapurthala,64.4
RT814,PB-14-6747,Ropar,Ferozepur,212.0
RT866,PB-36-8539,Jalandhar,Amritsar,91.7
RT506,PB-88-5996,Amritsar,Patiala,262.1
RT868,PB-78-5516,Chandigarh,Moga,179.3
RT445,PB-32-8202,Moga,Mohali,177.0
RT509,PB-32-5067,Hoshiarpur,Kapurthala,61.9
RT883,PB-87-1279,Kapurthala,Chandigarh,182.3
RT454,PB-96-9550,Ropar,Ludhiana,75.7
RT581,PB-61-1677,Ropar,Patiala,85.7
RT647,PB-48-1705,Jalandhar,Chandigarh,170.7
RT908,PB-41-9764,Moga,Pathankot,217.5
RT801,PB-63-2456,Pathankot,Kapurthala,130.5
RT389,PB-49-9134,Ropar,Ferozepur,230.7
RT349,PB-58-2296,Hoshiarpur,Moga,123.1
RT561,PB-22-7379,Ropar,Chandigarh,46.1
RT458,PB-50-4939,Ludhiana,Ropar,77.5
RT430,PB-43-1337,Pathankot,Jalandhar,124.0
RT788,PB-77-9629,Ferozepur,Hoshiarpur,167.3
RT922,PB-56-1227,Moga,Jalandhar,82.9
RT527,PB-32-4979,Ludhiana,Moga,78.8
RT911,PB-43-2712,Kapurthala,Mohali,181.1
RT210,PB-35-4514,Moga,Kapurthala,80.6
RT796,PB-91-4300,Ludhiana,Ropar,81.8
RT942,PB-90-4886,Ropar,Moga,150.9
RT632,PB-75-1655,Mohali,Pathankot,248.7
RT125,PB-68-5190,Hoshiarpur,Moga,125.1
RT472,PB-91-7766,Bathinda,Patiala,172.0
RT508,PB-14-5591,Pathankot,Patiala,276.2
RT412,PB-90-8198,Bathinda,Ludhiana,135.9
RT263,PB-66-7308,Patiala,Bathinda,167.3
RT342,PB-19-1097,Ferozepur,Kapurthala,103.5
RT893,PB-66-7137,Chandigarh,Jalandhar,154.0
RT855,PB-51-4596,Patiala,Ropar,90.4
RT916,PB-54-3083,Kapurthala,Pathankot,123.9
RT123,PB-13-4071,Chandigarh,Ludhiana,112.5
RT683,PB-97-3995,Kapurthala,Mohali,186.9
RT181,PB-57-1365,Amritsar,Kapurthala,69.8
RT410,PB-55-2667,Pathankot,Kapurthala,120.2
RT268,PB-98-8446,Pathankot,Kapurthala,131.4
RT550,PB-57-8454,Ludhiana,Chandigarh,116.5
RT377,PB-90-1698,Moga,Chandigarh,196.7
RT836,PB-21-7389,Amritsar,Patiala,247.9
RT664,PB-88-5139,Ludhiana,Ferozepur,139.1
RT170,PB-48-3419,Patiala,Amritsar,257.5
RT114,PB-90-2373,Hoshiarpur,Chandigarh,147.6
RT993,PB-73-3192,Ludhiana,Hoshiarpur,87.0
RT807,PB-57-1284,Kapurthala,Ropar,149.3
RT217,PB-54-7618,Mohali,Bathinda,222.8
RT715,PB-51-8300,Jalandhar,Kapurthala,25.2
RT698,PB-21-5859,Moga,Ferozepur,66.7
RT464,PB-29-4274,Chandigarh,Ropar,42.6
RT489,PB-53-7501,Pathankot,Ropar,212.6
RT301,PB-48-6278,Ropar,Kapurthala,144.0
RT986,PB-50-9940,Mohali,Bathinda,208.1
RT126,PB-35-1254,Ferozepur,Patiala,216.8
RT691,PB-30-6038,Moga,Kapurthala,82.8
RT183,PB-54-2041,Ropar,Amritsar,203.0
RT379,PB-61-8970,Jalandhar,Kapurthala,23.1
RT387,PB-72-5229,Kapurthala,Pathankot,130.8
RT667,PB-32-8075,Mohali,Ropar,44.4
RT316,PB-74-1812,Ropar,Moga,152.9
RT552,PB-26-2447,Ludhiana,Ropar,80.6
RT396,PB-82-8961,Jalandhar,Chandigarh,160.5
RT924,PB-11-7498,Mohali,Chandigarh,8.5
RT555,PB-32-8561,Bathinda,Pathankot,287.9
RT409,PB-37-4364,Ferozepur,Ludhiana,153.5
RT233,PB-29-3712,Ropar,Mohali,41.2
RT314,PB-37-8670,Mohali,Pathankot,240.8
RT130,PB-31-2790,Patiala,Bathinda,178.7
RT158,PB-15-1988,Bathinda,Ferozepur,112.1
RT440,PB-43-8503,Ludhiana,Chandigarh,111.8
RT126,PB-71-8799,Mohali,Patiala,63.2
RT271,PB-22-6591,Mohali,Hoshiarpur,155.2
RT724,PB-46-4893,Patiala,Moga,158.2
RT289,PB-77-9943,Mohali,Chandigarh,8.5
RT234,PB-66-1440,Chandigarh,Ferozepur,250.2
RT177,PB-77-5386,Jalandhar,Bathinda,161.9
RT520,PB-10-5104,Moga,Pathankot,212.1
RT628,PB-48-7609,Ropar,Mohali,45.0
RT961,PB-69-1959,Kapurthala,Mohali,184.5
RT861,PB-43-3212,Ludhiana,Moga,86.2
RT455,PB-18-2438,Bathinda,Kapurthala,162.3
RT540,PB-37-9670,Hoshiarpur,Patiala,161.7
RT868,PB-95-4292,Chandigarh,Jalandhar,168.7
RT582,PB-33-7758,Ropar,Jalandhar,126.3
RT775,PB-85-1167,Amritsar,Chandigarh,265.3
RT817,PB-20-7949,Bathinda,Mohali,229.7
RT387,PB-79-6423,Ropar,Patiala,83.6
RT698,PB-16-3283,Chandigarh,Ropar,46.3
RT862,PB-31-9332,Bathinda,Jalandhar,162.4
RT763,PB-39-4483,Bathinda,Jalandhar,159.8
RT701,PB-39-7852,Kapurthala,Moga,79.7
RT193,PB-24-9298,Bathinda,Hoshiarpur,216.1
RT589,PB-98-5326,Amritsar,Pathankot,121.0
RT772,PB-60-4579,Chandigarh,Mohali,7.9
RT446,PB-99-3504,Hoshiarpur,Kapurthala,63.2
RT374,PB-20-9045,Bathinda,Mohali,211.1
RT132,PB-56-7937,Kapurthala,Mohali,181.6
RT453,PB-46-1087,Pathankot,Bathinda,307.8
RT981,PB-62-5970,Bathinda,Ropar,222.2
RT856,PB-54-2877,Mohali,Chandigarh,7.9
RT726,PB-75-3852,Hoshiarpur,Bathinda,221.2
RT739,PB-59-3300,Bathinda,Mohali,222.3
RT684,PB-32-7181,Kapurthala,Moga,81.2
RT330,PB-28-8629,Hoshiarpur,Kapurthala,63.6
RT914,PB-32-5817,Jalandhar,Chandigarh,154.9
RT201,PB-56-9471,Ludhiana,Pathankot,178.9
RT218,PB-17-3246,Moga,Bathinda,84.6
RT101,PB-39-6938,Ropar,Moga,151.4
RT784,PB-52-6516,Ferozepur,Hoshiarpur,177.7
RT699,PB-39-2449,Pathankot,Hoshiarpur,107.1
RT279,PB-14-9183,Bathinda,Ludhiana,143.6
RT760,PB-40-7448,Kapurthala,Amritsar,65.9
RT339,PB-56-9250,Ludhiana,Hoshiarpur,81.7
RT519,PB-83-9534,Ludhiana,Moga,77.3
RT184,PB-68-4335,Amritsar,Pathankot,123.7
RT301,PB-84-7693,Ropar,Chandigarh,42.4
RT907,PB-30-1988,Pathankot,Ropar,209.4
RT134,PB-50-3582,Pathankot,Hoshiarpur,100.3
RT982,PB-16-7433,Patiala,Hoshiarpur,176.7
RT624,PB-36-4468,Ropar,Moga,155.3
RT147,PB-55-2994,Moga,Ferozepur,64.5
RT252,PB-16-4135,Patiala,Mohali,64.7
RT524,PB-60-6482,Ropar,Kapurthala,137.9
RT443,PB-61-8969,Ferozepur,Hoshiarpur,179.5
RT136,PB-81-8207,Pathankot,Hoshiarpur,102.1
RT218,PB-20-9807,Patiala,Ludhiana,98.0
RT180,PB-71-5883,Chandigarh,Amritsar,254.1
RT445,PB-13-9800,Ferozepur,Patiala,223.8
RT656,PB-96-1638,Pathankot,Amritsar,129.3
RT434,PB-67-7361,Hoshiarpur,Chandigarh,142.9
RT211,PB-48-6386,Ropar,Mohali,43.6
RT485,PB-90-4158,Hoshiarpur,Ferozepur,166.4
RT370,PB-63-2855,Patiala,Ferozepur,227.1
RT254,PB-30-4368,Ropar,Kapurthala,147.6
RT662,PB-65-6717,Pathankot,Amritsar,130.3
RT232,PB-48-1406,Chandigarh,Bathinda,228.1
RT152,PB-22-9218,Bathinda,Ropar,219.8
